Gene Name	 Locus Tag (prokka_output)	Locus Tag (K12 reference)	Start of Gene	End of Gene	Strand	UniProt ID	Protein Product
ilvC	FJKNNBLA_03744	b3774	3919772	3921247	1	P05793	ketol-acid reductoisomerase (NADP(+))
ppiC	FJKNNBLA_03745	b3775	3921615	3921334	-1	P0A9L5	peptidyl-prolyl cis-trans isomerase C
rep	FJKNNBLA_03747	b3778	3922479	3924500	1	P09980	ATP-dependent DNA helicase Rep
gppA	FJKNNBLA_03748	b3779	3926031	3924547	-1	P25552	guanosine-5'-triphosphate,3'-diphosphate phosphatase
rhlB	FJKNNBLA_03749	b3780	3927430	3926165	-1	P0A8J8	ATP-dependent RNA helicase RhlB
trxA	FJKNNBLA_03750	b3781	3927561	3927890	1	P0AA25	thioredoxin 1
rho	FJKNNBLA_03751	b3783	3928217	3929476	1	P0AG30	transcription termination factor Rho
wecA	FJKNNBLA_03753	b3784	3929716	3930819	1	P0AC78	UDP-N-acetylglucosamine--undecaprenyl-phosphate N- acetylglucosaminephosphotransferase
wzzE	FJKNNBLA_03754	b3785	3930831	3931877	1	P0AG00	enterobacterial common antigen polysaccharide co-polymerase
wecB	FJKNNBLA_03755	b3786	3931933	3933063	1	P27828	UDP-N-acetylglucosamine 2-epimerase
wecC	FJKNNBLA_03756	b3787	3933060	3934322	1	P27829	UDP-N-acetyl-D-mannosamine dehydrogenase
rffG	FJKNNBLA_03757	b3788	3934322	3935389	1	P27830	dTDP-glucose 4,6-dehydratase 2
rffH	FJKNNBLA_03758	b3789	3935408	3936289	1	P61887	dTDP-glucose pyrophosphorylase 2
wecD	FJKNNBLA_03759	b3790	3936267	3936941	1	P27832	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase
wecE	FJKNNBLA_03760	b3791	3936946	3938076	1	P27833	dTDP-4-dehydro-6-deoxy-D-glucose transaminase
wzxE	FJKNNBLA_03761	b3792	3938078	3939328	1	P0AAA7	lipid III flippase
wecF	FJKNNBLA_03762	b4481	3939325	3940404	1	P56258	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
wzyE	FJKNNBLA_03763	b3793	3940401	3941753	1	P27835	putative enterobacterial common antigen polymerase
wecG	FJKNNBLA_03764	b3794	3941756	3942496	1	P27836	UDP-N-acetyl-D-mannosaminuronic acid transferase
yifK	FJKNNBLA_03765	b3795	3942687	3944072	1	P27837	putative transporter YifK
aslB	FJKNNBLA_03770	b3800	3944758	3945993	1	P25550	putative anaerobic sulfatase maturation enzyme AslB
aslA	FJKNNBLA_03771	b3801	3947806	3946151	-1	P25549	putative sulfatase AslA
hemY	FJKNNBLA_03772	b3802	3949688	3948492	-1	P0ACB7	protein HemY
hemX	FJKNNBLA_03773	b3803	3950896	3949691	-1	P09127	PF04375 family protein HemX
hemD	FJKNNBLA_03774	b3804	3951658	3950918	-1	P09126	uroporphyrinogen-III synthase
hemC	FJKNNBLA_03775	b3805	3952617	3951655	-1	P06983	hydroxymethylbilane synthase
cyaA	FJKNNBLA_03776	b3806	3952983	3955529	1	P00936	adenylate cyclase
cyaY	FJKNNBLA_03777	b3807	3955889	3955569	-1	P27838	frataxin CyaY
yifL	FJKNNBLA_03779	b4558	3956359	3956562	1	P0ADN6	putative lipoprotein YifL
dapF	FJKNNBLA_03780	b3809	3956599	3957423	1	P0A6K1	diaminopimelate epimerase
yigA	FJKNNBLA_03781	b3810	3957420	3958127	1	P23305	DUF484 domain-containing protein YigA
xerC	FJKNNBLA_03782	b3811	3958124	3959020	1	P0A8P6	site-specific tyrosine recombinase
yigB	FJKNNBLA_03783	b3812	3959020	3959736	1	P0ADP0	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
uvrD	FJKNNBLA_03784	b3813	3959820	3961982	1	P03018	DNA helicase II
salL	FJKNNBLA_03785	N/A	3962939	3962037	-1	A4X3Q0	['Adenosyl-chloride synthase']
yigE	FJKNNBLA_03786	b4482	3963786	3963022	-1	P27840	DUF2233 domain-containing protein YigE
corA	FJKNNBLA_03787	b3816	3964156	3965106	1	P0ABI4	Ni(2(+))/Co(2(+))/Mg(2(+))transporter
FJKNNBLA_03788	FJKNNBLA_03788	N/A	3965639	3965148	-1	N/A	['hypothetical protein']
FJKNNBLA_03789	FJKNNBLA_03789	N/A	3966484	3965636	-1	N/A	['hypothetical protein']
yigF	FJKNNBLA_03790	b3817	3967234	3966854	-1	P27842	DUF2628 domain-containing protein YigF
rarD	FJKNNBLA_03791	b3819	3968613	3967723	-1	P27844	putative transporter RarD
yigI	FJKNNBLA_03792	b3820	3969132	3968665	-1	P0ADP2	putative thioesterase YigI
pldA	FJKNNBLA_03793	b3821	3969297	3970166	1	P0A921	outer membrane phospholipase A
recQ	FJKNNBLA_03794	b3822	3970285	3972120	1	P15043	ATP-dependent DNA helicase RecQ
rhtC	FJKNNBLA_03795	b3823	3972184	3972804	1	P0AG38	L-threonine exporter
rhtB	FJKNNBLA_03796	b3824	3973486	3972866	-1	P0AG34	L-homoserine/L-homoserine lactone/L-threonine exporter
pldB	FJKNNBLA_03797	b3825	3973597	3974619	1	P07000	lysophospholipase L2
yigL	FJKNNBLA_03798	b3826	3974627	3975427	1	P27848	phosphosugar phosphatase YigL
bioP	FJKNNBLA_03799	b3827	3975503	3976402	1	P0ADP5	biotin transporter
metR	FJKNNBLA_03800	b3828	3977243	3976290	-1	P0A9F9	DNA-binding transcriptional dual regulator MetR
metE	FJKNNBLA_03801	b3829	3977480	3979741	1	P25665	cobalamin-independent homocysteine transmethylase
ydhB	FJKNNBLA_03802	b1659	3980731	3979835	-1	P0ACR2	putative LysR family DNA-binding transcriptional regulator YdhB
codB	FJKNNBLA_03803	b0336	3982032	3980809	-1	P0AA82	cytosine transporter
atzF	FJKNNBLA_03804	N/A	3982447	3982058	-1	Q936X2	['Allophanate hydrolase']
yqeA	FJKNNBLA_03805	b2874	3983420	3982464	-1	Q46807	putative amino acid kinase YqeA
yahG	FJKNNBLA_03806	b0321	3984888	3983413	-1	P77221	DUF1116 domain-containing protein YahG
yahF	FJKNNBLA_03807	b0320	3986393	3984834	-1	P77187	putative acyl-CoA synthetase YahF
FJKNNBLA_03808	FJKNNBLA_03808	N/A	3987348	3986488	-1	N/A	['hypothetical protein']
rutB	FJKNNBLA_03809	b1011	3988022	3987354	-1	P75897	peroxyureidoacrylate/ureidoacrylate amidohydrolase
ysgA	FJKNNBLA_03811	b3830	3989088	3988279	-1	P56262	putative dienelactone hydrolase
udp	FJKNNBLA_03812	b3831	3989350	3990114	1	P12758	uridine phosphorylase
FJKNNBLA_03813	FJKNNBLA_03813	N/A	3991638	3990148	-1	N/A	['hypothetical protein']
FJKNNBLA_03814	FJKNNBLA_03814	N/A	3992157	3991651	-1	N/A	['hypothetical protein']
FJKNNBLA_03815	FJKNNBLA_03815	N/A	3993148	3992174	-1	N/A	['hypothetical protein']
dgoA	FJKNNBLA_03816	b4477	3993802	3993173	-1	Q6BF16	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
dgoK	FJKNNBLA_03817	b3693	3994796	3993792	-1	P31459	2-dehydro-3- deoxygalactonokinase
xynR	FJKNNBLA_03818	b0272	3995587	3994820	-1	P77300	CP4-6 prophage;DNA-binding transcriptional repressor XynR
rmuC	FJKNNBLA_03819	b3832	3995804	3997231	1	P0AG71	putative recombination limiting protein RmuC
ubiE	FJKNNBLA_03820	b3833	3997326	3998081	1	P0A887	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase
ubiJ	FJKNNBLA_03821	b3834	3998095	3998700	1	P0ADP7	ubiquinone biosynthesis accessory factor UbiJ
ubiB	FJKNNBLA_03822	b3835	3998697	4000337	1	P0A6A0	ubiquinone biosynthesis protein UbiB
tatA	FJKNNBLA_03823	b3836	4000416	4000685	1	P69428	twin arginine protein translocation system - TatA protein
tatB	FJKNNBLA_03824	b3838	4000689	4001204	1	P69425	twin arginine protein translocation system - TatB protein
tatC	FJKNNBLA_03825	b3839	4001207	4001983	1	P69423	twin arginine protein translocation system - TatC protein
tatD	FJKNNBLA_03826	b4483	4002025	4002807	1	P27859	3' -> 5' ssDNA/RNA exonuclease TatD
rfaH	FJKNNBLA_03827	b3842	4003292	4002804	-1	P0AFW0	transcription antiterminator RfaH
ubiD	FJKNNBLA_03828	b3843	4003459	4004952	1	P0AAB4	3-octaprenyl-4-hydroxybenzoate decarboxylase
fre	FJKNNBLA_03829	b3844	4004998	4005699	1	P0AEN1	NAD(P)H-flavin reductase
fadA	FJKNNBLA_03830	b3845	4007145	4005982	-1	P21151	3-ketoacyl-CoA thiolase
fadB	FJKNNBLA_03831	b3846	4009344	4007155	-1	P21177	multifunctional enoyl-CoA hydratase, 3-hydroxyacyl-CoA epimerase, Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase, L-3-hydroxyacyl-CoA dehydrogenase
pepQ	FJKNNBLA_03832	b3847	4009534	4010865	1	P21165	Xaa-Pro dipeptidase
yigZ	FJKNNBLA_03833	b3848	4010865	4011479	1	P27862	IMPACT family member YigZ
trkH	FJKNNBLA_03834	b3849	4011518	4012969	1	P0AFZ7	K(+) transporter TrkH
hemG	FJKNNBLA_03835	b3850	4012981	4013526	1	P0ACB4	protoporphyrinogen oxidase
mobB	FJKNNBLA_03841	b3856	4019730	4019203	-1	P32125	molybdopterin-guanine dinucleotide biosynthesis adaptor protein
mobA	FJKNNBLA_03842	b3857	4020296	4019712	-1	P32173	molybdenum cofactor guanylyltransferase
yihD	FJKNNBLA_03843	b3858	4020366	4020635	1	P0ADP9	DUF1040 domain-containing protein YihD
srkA	FJKNNBLA_03844	b3859	4020712	4021698	1	P0C0K3	stress response kinase A
dsbA	FJKNNBLA_03845	b3860	4021715	4022341	1	P0AEG4	thiol:disulfide oxidoreductase DsbA
yihF	FJKNNBLA_03846	b3861	4022496	4023926	1	P32128	DUF945 domain-containing protein YihF
yihG	FJKNNBLA_03847	b3862	4024899	4023967	-1	P32129	1-acylglycerol-3-phosphate O-acyltransferase YihG
polA	FJKNNBLA_03848	b3863	4025263	4028049	1	P00582	DNA polymerase I
engB	FJKNNBLA_03849	b3865	4029062	4028430	-1	P0A6P7	GTP-binding protein YihA
yihI	FJKNNBLA_03850	b3866	4029644	4030153	1	P0A8H6	Der GTPase-activating protein YihI
hemN	FJKNNBLA_03851	b3867	4030342	4031715	1	P32131	coproporphyrinogen III dehydrogenase
yshB	FJKNNBLA_03852	b4686	4032015	4031905	-1	C1P620	uncharacterized protein YshB
glnG	FJKNNBLA_03853	b3868	4033536	4032127	-1	P0AFB8	DNA-binding transcriptional dual regulator NtrC
glnL	FJKNNBLA_03854	b3869	4034597	4033548	-1	P0AFB5	sensory histidine kinase NtrB
glnA	FJKNNBLA_03855	b3870	4036292	4034883	-1	P0A9C5	glutamine synthetase
bipA	FJKNNBLA_03856	b3871	4036665	4038488	1	P0DTT0	50S ribosomal subunit assembly factor BipA
yihL	FJKNNBLA_03857	b3872	4038705	4039415	1	P0ACM9	putative transcriptional regulator YihL
yihM	FJKNNBLA_03858	b3873	4039423	4040403	1	P32134	putative TIM barrel domain-containing protein YihM
yihN	FJKNNBLA_03859	b3874	4040505	4041770	1	P32135	putative transporter YihN
ompL	FJKNNBLA_03860	b3875	4042619	4041861	-1	P76773	putative outer membrane porin L
yihO	FJKNNBLA_03861	b3876	4044023	4042620	-1	P32136	putative sulfoquinovose transporter
yihP	FJKNNBLA_03862	b3877	4045448	4044063	-1	P32137	putative 2,3-dihydroxypropane-1-sulfonate export protein
yihR	FJKNNBLA_03864	b3879	4048548	4047622	-1	P32139	putative sulfoquinovose mutarotase YihR
yihS	FJKNNBLA_03865	b3880	4049903	4048662	-1	P32140	sulfoquinovose isomerase
yihT	FJKNNBLA_03866	b3881	4050798	4049920	-1	P32141	6-deoxy-6-sulfofructose-1-phosphate aldolase
yihU	FJKNNBLA_03867	b3882	4051718	4050822	-1	P0A9V8	3-sulfolactaldehyde reductase
yihV	FJKNNBLA_03868	b3883	4051886	4052782	1	P32143	6-deoxy-6-sulfofructose kinase
csqR	FJKNNBLA_03869	b3884	4052816	4053601	1	P32144	DNA-binding transcriptional dual regulator CsqR
yihX	FJKNNBLA_03870	b3885	4053700	4054299	1	P0A8Y3	alpha-D-glucose-1-phosphate phosphatase YihX
yihY	FJKNNBLA_03871	b3886	4054293	4055165	1	P0A8K8	PF03631 family membrane protein YihY
dtd	FJKNNBLA_03872	b3887	4055162	4055599	1	P0A6M4	D-aminoacyl-tRNA deacylase
yiiE	FJKNNBLA_03876	b3889	4057438	4057656	1	P0ADQ5	putative DNA-binding transcriptional regulator YiiE
yiiF	FJKNNBLA_03877	b3890	4057874	4058116	1	P0AFU6	protein YiiF
FJKNNBLA_03878	FJKNNBLA_03878	N/A	4058116	4058298	1	N/A	['hypothetical protein']
fdhE	FJKNNBLA_03879	b3891	4059375	4058446	-1	P13024	formate dehydrogenase formation protein
fdoI	FJKNNBLA_03880	b3892	4060007	4059372	-1	P0AEL0	formate dehydrogenase O subunit gamma
fdoH	FJKNNBLA_03881	b3893	4060906	4060004	-1	P0AAJ5	formate dehydrogenase O subunit beta
fdoG	FJKNNBLA_03882	b3894	4063333	4060919	-1	P32176	formate dehydrogenase O subunit alpha
fdoG	FJKNNBLA_03883	b3894	4063969	4063382	-1	P32176	formate dehydrogenase O subunit alpha
fdhD	FJKNNBLA_03884	b3895	4064163	4064996	1	P32177	sulfurtransferase for molybdenum cofactor sulfuration
yiiG	FJKNNBLA_03885	b3896	4065149	4066204	1	P32151	DUF3829 domain-containing lipoprotein YiiG
frvR	FJKNNBLA_03886	b3897	4068002	4066254	-1	P32152	putative transcriptional regulator FrvR
frvX	FJKNNBLA_03887	b3898	4069072	4068002	-1	P32153	peptidase M42 family protein FrvX
frvB	FJKNNBLA_03888	b3899	4070513	4069062	-1	P32154	putative PTS enzyme IIBC component FrvB
frvA	FJKNNBLA_03889	b3900	4070970	4070524	-1	P32155	putative PTS enzyme IIA component FrvA
FJKNNBLA_03890	FJKNNBLA_03890	N/A	4071447	4072841	1	N/A	['hypothetical protein']
rhaM	FJKNNBLA_03891	b3901	4073196	4072882	-1	P32156	L-rhamnose mutarotase
rhaD	FJKNNBLA_03892	b3902	4074030	4073206	-1	P32169	rhamnulose-1-phosphate aldolase
rhaA	FJKNNBLA_03893	b3903	4075464	4074205	-1	P32170	L-rhamnose isomerase
rhaB	FJKNNBLA_03894	b3904	4076930	4075461	-1	P32171	rhamnulokinase
rhaS	FJKNNBLA_03895	b3905	4077218	4078054	1	P09377	DNA-binding transcriptional activator RhaS
rhaR	FJKNNBLA_03896	b3906	4078038	4078976	1	P09378	DNA-binding transcriptional activator RhaR
rhaT	FJKNNBLA_03897	b3907	4080007	4078973	-1	P27125	rhamnose/lyxose:H(+)symporter
sodA	FJKNNBLA_03898	b3908	4080292	4080912	1	P00448	superoxide dismutase (Mn)
kdgT	FJKNNBLA_03899	b3909	4081172	4082155	1	P0A712	2-dehydro-3-deoxy-D-gluconate:H(+)symporter
yiiM	FJKNNBLA_03900	b3910	4082304	4082978	1	P32157	2-amino-6-N-hydroxylaminopurine resistance protein
cpxA	FJKNNBLA_03901	b3911	4084457	4083084	-1	P0AE82	sensor histidine kinase CpxA
cpxR	FJKNNBLA_03902	b3912	4085152	4084454	-1	P0AE88	DNA-binding transcriptional dual regulator CpxR
cpxP	FJKNNBLA_03903	b4484	4085302	4085802	1	P0AE85	periplasmic protein CpxP
fieF	FJKNNBLA_03904	b3915	4085951	4086853	1	P69380	Zn(2(+))/Fe(2(+))/Cd(2(+))exporter
pfkA	FJKNNBLA_03906	b3916	4087034	4087996	1	P0A796	6-phosphofructokinase 1
sbp	FJKNNBLA_03907	b3917	4088316	4089305	1	P0AG78	sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp
cdh	FJKNNBLA_03908	b3918	4089412	4090167	1	P06282	CDP-diacylglycerol diphosphatase
tpiA	FJKNNBLA_03909	b3919	4090989	4090222	-1	P0A858	triose-phosphate isomerase
yiiQ	FJKNNBLA_03910	b3920	4091696	4091097	-1	P32160	DUF1454 domain-containing protein YiiQ
yiiR	FJKNNBLA_03911	b3921	4091797	4092237	1	P0AF34	DUF805 domain-containing protein YiiR
yiiS	FJKNNBLA_03912	b3922	4092449	4092748	1	P32162	DUF406 domain-containing protein YiiS
uspD	FJKNNBLA_03913	b3923	4092775	4093203	1	P0AAB8	universal stress protein D
fpr	FJKNNBLA_03914	b3924	4093954	4093208	-1	P28861	flavodoxin/ferredoxin-NADP(+)reductase
glpX	FJKNNBLA_03915	b3925	4095061	4094051	-1	P0A9C9	fructose-1,6-bisphosphatase 2
glpK	FJKNNBLA_03916	b3926	4096704	4095196	-1	P0A6F3	glycerol kinase
glpF	FJKNNBLA_03917	b3927	4097572	4096727	-1	P0AER0	glycerol facilitator
zapB	FJKNNBLA_03918	b3928	4098004	4098243	1	P0AF36	cell division factor ZapB
rraA	FJKNNBLA_03919	b3929	4098813	4098328	-1	P0A8R0	ribonuclease E inhibitor protein A
menA	FJKNNBLA_03920	b3930	4099832	4098906	-1	P32166	1,4-dihydroxy-2-naphthoate octaprenyltransferase
hslU	FJKNNBLA_03921	b3931	4101230	4099899	-1	P0A6H5	ATPase component of the HslVU protease
hslV	FJKNNBLA_03922	b3932	4101770	4101240	-1	P0A7B8	peptidase component of the HslVU protease
ftsN	FJKNNBLA_03923	b3933	4102717	4101863	-1	P29131	cell division protein FtsN
cytR	FJKNNBLA_03924	b3934	4103939	4102914	-1	P0ACN7	DNA-binding transcriptional repressor CytR
priA	FJKNNBLA_03925	b3935	4106293	4104095	-1	P17888	primosome factor N'
rpmE	FJKNNBLA_03926	b3936	4106496	4106708	1	P0A7M9	50S ribosomal subunit protein L31
FJKNNBLA_03927	FJKNNBLA_03927	N/A	4107386	4106763	-1	N/A	['hypothetical protein']
yiiX	FJKNNBLA_03928	b3937	4108001	4107393	-1	P32167	putative lipid-binding hydrolase YiiX
metJ	FJKNNBLA_03929	b3938	4108502	4108185	-1	P0A8U6	DNA-binding transcriptional repressor MetJ
metB	FJKNNBLA_03930	b3939	4108779	4109939	1	P00935	O-succinylhomoserine(thiol)-lyase/O- succinylhomoserine lyase
metL	FJKNNBLA_03931	b3940	4109942	4112374	1	P00562	fused aspartate kinase/homoserine dehydrogenase 2
metF	FJKNNBLA_03932	b3941	4112723	4113613	1	P0AEZ1	5,10-methylenetetrahydrofolate reductase
katG	FJKNNBLA_03933	b3942	4113942	4116122	1	P13029	catalase/hydroperoxidase HPI
yijE	FJKNNBLA_03934	b3943	4116215	4117120	1	P0ABT8	cystine exporter
yijF	FJKNNBLA_03935	b3944	4117764	4117147	-1	P32668	DUF1287 domain-containing protein YijF
gldA	FJKNNBLA_03936	b3945	4119142	4118039	-1	P0A9S5	L-1,2-propanediol dehydrogenase/glycerol dehydrogenase
fsaB	FJKNNBLA_03937	b3946	4119815	4119153	-1	P32669	fructose-6-phosphate aldolase 2
ptsA	FJKNNBLA_03938	b3947	4122328	4119827	-1	P32670	putative PTS multiphosphoryl transfer protein PtsA
frwC	FJKNNBLA_03939	b3949	4122637	4123716	1	P32672	putative PTS enzyme IIC component FrwC
frwB	FJKNNBLA_03940	b3950	4123731	4124051	1	P69816	putative PTS enzyme IIB component FrwB
pflD	FJKNNBLA_03941	b3951	4124102	4126399	1	P32674	putative formate acetyltransferase 2
pflC	FJKNNBLA_03942	b3952	4126365	4127243	1	P32675	putative pyruvate formate-lyase 2 activating enzyme PflC
frwD	FJKNNBLA_03943	b3953	4127245	4127586	1	P32676	putative PTS enzyme IIB component FrwD
yijO	FJKNNBLA_03944	b3954	4128424	4127573	-1	P32677	putative DNA-binding transcriptional regulator YijO
eptC	FJKNNBLA_03945	b3955	4130372	4128639	-1	P0CB39	phosphoethanolamine transferase EptC
ppc	FJKNNBLA_03946	b3956	4133205	4130554	-1	P00864	phosphoenolpyruvate carboxylase
argE	FJKNNBLA_03947	b3957	4134708	4133557	-1	P23908	acetylornithine deacetylase
argC	FJKNNBLA_03948	b3958	4134862	4135866	1	P11446	N-acetylglutamylphosphate reductase
argB	FJKNNBLA_03949	b3959	4135874	4136650	1	P0A6C8	acetylglutamate kinase
argH	FJKNNBLA_03950	b3960	4136711	4138084	1	P11447	argininosuccinate lyase
oxyR	FJKNNBLA_03951	b3961	4138351	4139268	1	P0ACQ4	DNA-binding transcriptional dual regulator OxyR
sthA	FJKNNBLA_03952	b3962	4140651	4139251	-1	P27306	soluble pyridine nucleotide transhydrogenase
fabR	FJKNNBLA_03953	b3963	4140928	4141632	1	P0ACU5	DNA-binding transcriptional repressor FabR
yijD	FJKNNBLA_03954	b3964	4141632	4141991	1	P0AF40	DUF1422 domain-containing inner membrane protein YijD
trmA	FJKNNBLA_03955	b3965	4143131	4142031	-1	P23003	tRNA m(5)U54 methyltransferase
btuB	FJKNNBLA_03956	b3966	4143500	4145344	1	P06129	cobalamin outer membrane transporter
murI	FJKNNBLA_03957	b3967	4145289	4146146	1	P22634	glutamate racemase
murB	FJKNNBLA_03962	b3972	4151668	4152696	1	P08373	UDP-N-acetylenolpyruvoylglucosamine reductase
birA	FJKNNBLA_03963	b3973	4152693	4153658	1	P06709	DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase
coaA	FJKNNBLA_03964	b3974	4154613	4153687	-1	P0A6I3	pantothenate kinase
tufB	FJKNNBLA_03969	b3980	4155555	4156739	1	P0CE48	translation elongation factor Tu 2
secE	FJKNNBLA_03970	b3981	4156969	4157352	1	P0AG96	Sec translocon subunit SecE
nusG	FJKNNBLA_03971	b3982	4157354	4157899	1	P0AFG0	transcription termination factor NusG
rplK	FJKNNBLA_03972	b3983	4158058	4158486	1	P0A7J7	50S ribosomal subunit protein L11
rplA	FJKNNBLA_03973	b3984	4158490	4159194	1	P0A7L0	50S ribosomal subunit protein L1
rplJ	FJKNNBLA_03974	b3985	4159607	4160104	1	P0A7J3	50S ribosomal subunit protein L10
rplL	FJKNNBLA_03975	b3986	4160171	4160536	1	P0A7K2	50S ribosomal subunit protein L12
rpoB	FJKNNBLA_03976	b3987	4160856	4164884	1	P0A8V2	RNA polymerase subunit beta
rpoC	FJKNNBLA_03977	b3988	4164961	4169184	1	P0A8T7	RNA polymerase subunit beta'
htrC	FJKNNBLA_03978	b3989	4169397	4169936	1	P27375	protein YjaZ
thiH	FJKNNBLA_03979	b3990	4171479	4170346	-1	P30140	2-iminoacetate synthase
thiG	FJKNNBLA_03980	b3991	4172246	4171476	-1	P30139	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase
thiS	FJKNNBLA_03981	b4407	4172448	4172248	-1	O32583	sulfur carrier protein ThiS
thiF	FJKNNBLA_03982	b3992	4173187	4172432	-1	P30138	sulfur carrier protein ThiS adenylyltransferase
thiE	FJKNNBLA_03983	b3993	4173815	4173180	-1	P30137	thiamine phosphate synthase
thiC	FJKNNBLA_03984	b3994	4175710	4173815	-1	P30136	phosphomethylpyrimidine synthase
rsd	FJKNNBLA_03985	b3995	4176420	4175944	-1	P0AFX4	regulator of sigma D
nudC	FJKNNBLA_03986	b3996	4176515	4177288	1	P32664	RNA decapping hydrolase
hemE	FJKNNBLA_03987	b3997	4177328	4178392	1	P29680	uroporphyrinogen decarboxylase
nfi	FJKNNBLA_03988	b3998	4178402	4179073	1	P68739	endonuclease V
yjaG	FJKNNBLA_03989	b3999	4179116	4179706	1	P32680	DUF416 domain-containing protein YjaG
hupA	FJKNNBLA_03990	b4000	4179893	4180165	1	P0ACF0	DNA-binding protein HU-alpha
yjaH	FJKNNBLA_03991	b4001	4180238	4180873	1	P32681	DUF1481 domain-containing protein YjaH
zraP	FJKNNBLA_03992	b4002	4181294	4180875	-1	P0AAA9	signaling pathway modulator ZraP
zraS	FJKNNBLA_03993	b4003	4181532	4182908	1	P14377	sensor histidine kinase ZraS
zraR	FJKNNBLA_03994	b4004	4182905	4184230	1	P14375	DNA-binding transcriptional activator ZraR
purD	FJKNNBLA_03995	b4005	4185516	4184227	-1	P15640	phosphoribosylamine--glycine ligase
purH	FJKNNBLA_03996	b4006	4187117	4185528	-1	P15639	bifunctional AICAR transformylase/IMP cyclohydrolase
yjaB	FJKNNBLA_04001	b4012	4193568	4193125	-1	P09163	peptidyl-lysine N-acetyltransferase YjaB
metAS	FJKNNBLA_04002	b4013	4193725	4194654	1	P07623	homoserine O-succinyltransferase
aceB	FJKNNBLA_04003	b4014	4194923	4196524	1	P08997	malate synthase A
aceA	FJKNNBLA_04004	b4015	4196554	4197858	1	P0A9G6	isocitrate lyase
aceK	FJKNNBLA_04005	b4016	4198139	4199875	1	P11071	isocitrate dehydrogenase kinase/phosphatase
iclR	FJKNNBLA_04008	b4018	4202559	4201735	-1	P16528	DNA-binding transcriptional repressor IclR
metH	FJKNNBLA_04009	b4019	4202759	4206442	1	P13009	cobalamin-dependent methionine synthase
yjbB	FJKNNBLA_04010	b4020	4206662	4208293	1	P0AF43	putative inorganic phosphate export protein YjbB
pepE	FJKNNBLA_04011	b4021	4209073	4208384	-1	P0A7C6	peptidase E
rluF	FJKNNBLA_04012	b4022	4209285	4210157	1	P32684	23S rRNA pseudouridine(2604)and tRNA(Tyr) pseudouridine(35) synthase
yjbD	FJKNNBLA_04013	b4023	4210562	4210290	-1	P32685	DUF3811 domain-containing protein YjbD
lysC	FJKNNBLA_04014	b4024	4212164	4210815	-1	P08660	aspartate kinase III
pgi	FJKNNBLA_04015	b4025	4212689	4214338	1	P0A6T1	glucose-6-phosphate isomerase
yjbE	FJKNNBLA_04016	b4026	4214837	4215079	1	P0AF45	uncharacterized protein YjbE
yjbF	FJKNNBLA_04017	b4027	4215194	4215832	1	P32687	lipoprotein YjbF
yjbG	FJKNNBLA_04018	b4028	4215829	4216566	1	P32688	capsule biosynthesis GfcC family protein YjbG
yjbH	FJKNNBLA_04019	b4029	4216566	4218662	1	P32689	YjbH family protein
psiE	FJKNNBLA_04020	b4030	4219257	4219667	1	P0A7C8	putative phosphate starvation-inducible protein PsiE
xylE	FJKNNBLA_04021	b4031	4221186	4219711	-1	P0AGF4	D-xylose:H(+)symporter
malG	FJKNNBLA_04022	b4032	4222448	4221558	-1	P68183	maltose ABC transporter membrane subunit MalG
malF	FJKNNBLA_04023	b4033	4224007	4222463	-1	P02916	maltose ABC transporter membrane subunit MalF
malE	FJKNNBLA_04024	b4034	4225351	4224161	-1	P0AEX9	maltose ABC transporter periplasmic binding protein
malK	FJKNNBLA_04026	b4035	4225716	4226831	1	P68187	maltose ABC transporter ATP binding subunit
